match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,first_in,dfs
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,5,20,11,0,1,0,3,8,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,6,49,32,3,3,3,17,32,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,4d,11,3,0,0,1,1,2,3
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,4a,6,5,1,1,0,3,5,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,5d,13,9,0,0,0,2,3,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,5a,7,2,0,1,0,1,5,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,6d,20,13,3,2,2,9,19,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,6a,29,19,0,1,1,8,13,1
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,d,58,32,0,1,4,13,36,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,a,52,28,1,0,5,11,34,2
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,4,31,18,1,0,3,9,25,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,5,28,15,0,0,2,4,18,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,6,50,27,0,1,4,11,27,3
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,4d,9,6,0,0,1,2,9,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,4a,22,12,1,0,2,7,16,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,5d,11,6,0,0,1,2,9,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,2,5a,17,9,0,0,1,2,9,0
